,uuid,OBJECTID,count
43,048ec0bc-7d57-4d14-90f0-4f427e8eea36,8986,8
44,06649f1a-51ec-40c2-bae0-d1c063eae3bb,9139,279
45,06649f1a-51ec-40c2-bae0-d1c063eae3bb,9143,31
46,06649f1a-51ec-40c2-bae0-d1c063eae3bb,9534,27
47,06649f1a-51ec-40c2-bae0-d1c063eae3bb,9605,454
48,06649f1a-51ec-40c2-bae0-d1c063eae3bb,12182,354
49,06649f1a-51ec-40c2-bae0-d1c063eae3bb,12415,26
50,067c472f-4465-4289-978c-0c76f743b8df,9509,217
51,09142332-4556-0f78-899e-ebbcce94eff1,9125,33
52,09142332-4556-0f78-899e-ebbcce94eff1,9143,287
53,0adb26f9-0f6f-52e3-c28e-e993430def6c,12500,6
54,0c722c7e-9a1c-f7b6-8337-579c29b39ed9,10024,213
55,0f73d453-7524-4862-a864-3420875dba4b,9284,14
56,0f73d453-7524-4862-a864-3420875dba4b,9518,38
57,0f73d453-7524-4862-a864-3420875dba4b,11708,7
58,0f73d453-7524-4862-a864-3420875dba4b,12164,13
59,12345678-abe6-c60b-ec01-098765432101,8986,250
60,146c60f1-23c8-6b23-34f3-b3ded89b4de0,9284,1447
61,14839ac4-7d7e-415c-9a42-167340cf2339,10018,30
62,1566d364-f9fb-47bf-9174-1f6f5c8734a2,8986,64
63,18a54793-5c75-49ae-af6d-3edda84dffc3,8986,5
64,18a54793-5c75-49ae-af6d-3edda84dffc3,9071,14
65,18a54793-5c75-49ae-af6d-3edda84dffc3,9266,30
66,18a54793-5c75-49ae-af6d-3edda84dffc3,9284,45
67,18a54793-5c75-49ae-af6d-3edda84dffc3,9394,34
68,18a54793-5c75-49ae-af6d-3edda84dffc3,9509,14
69,18a54793-5c75-49ae-af6d-3edda84dffc3,9558,15
70,18a54793-5c75-49ae-af6d-3edda84dffc3,9605,142
71,18a54793-5c75-49ae-af6d-3edda84dffc3,12041,128
72,18a54793-5c75-49ae-af6d-3edda84dffc3,12158,64
73,19aea2b5-f0a9-4e7a-9599-69f65845dd03,9545,1
74,19aea2b5-f0a9-4e7a-9599-69f65845dd03,9547,1
75,1acbad6e-e1a5-4838-a62a-d35d00c35b01,8986,7
76,1acbad6e-e1a5-4838-a62a-d35d00c35b01,9534,282
77,1acbad6e-e1a5-4838-a62a-d35d00c35b01,9549,77
78,1acbad6e-e1a5-4838-a62a-d35d00c35b01,9558,128
79,1b9f43be-9830-48a9-9d2f-5684fbe67624,10031,265
80,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9023,5
81,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9071,26
82,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9125,27
83,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9139,182
84,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9143,33
85,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9266,28
86,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9284,82
87,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9294,84
88,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9484,3
89,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9509,34
90,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9534,91
91,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9554,3
92,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9585,75
93,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9604,3
94,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,9605,32
95,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,10018,6
96,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,10024,27
97,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,10163,1
98,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,11708,45
99,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,11711,22
100,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,11712,33
101,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12048,6
102,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12164,83
103,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12182,182
104,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12281,114
105,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12334,15
106,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12438,13
107,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12440,12
108,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12449,26
109,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12460,32
110,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12945,66
111,1ca92e23-f087-4df7-b9a2-fd4b716a4bf6,12998,8
112,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9023,13
113,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9125,423
114,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9193,61
115,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9594,273
116,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9608,106
117,1d19a9f7-66c0-4428-9e61-f2a58b45c6f5,9626,153
118,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,9023,90
119,1e84766c-ac5c-4df6-a0af-3ea98dd5a91a,9534,159
120,1f8e8fed-e2b7-49c8-8c17-51871e707cda,9139,1129
121,20205def-9026-4955-bdcf-0a6a0fb547d2,9569,212
122,20310c9b-98c7-94eb-2d47-cc42227e086f,9605,300
123,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9101,20
124,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9125,11
125,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9139,178
126,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9143,262
127,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9534,226
128,20cae8a0-a9cf-11e3-a5e2-0800200c9a66,9608,1
129,23445723-7230-5723-5800-28375abefd12,8986,9
130,23445723-7230-5723-5800-28375abefd12,9125,115
131,23e93f28-8b8b-45aa-a916-d68765b70982,9139,36
132,264a2992-d007-432e-b4ed-37d6af6e8d04,9125,57
133,264a2992-d007-432e-b4ed-37d6af6e8d04,9139,503
134,264a2992-d007-432e-b4ed-37d6af6e8d04,9143,374
135,264a2992-d007-432e-b4ed-37d6af6e8d04,9594,70
136,2686f39c-bada-4658-854a-a62e7e5e8b8d,8986,249
137,2686f39c-bada-4658-854a-a62e7e5e8b8d,9004,3
138,2686f39c-bada-4658-854a-a62e7e5e8b8d,9007,3
139,2686f39c-bada-4658-854a-a62e7e5e8b8d,9023,521
140,2686f39c-bada-4658-854a-a62e7e5e8b8d,9026,58
141,2686f39c-bada-4658-854a-a62e7e5e8b8d,9052,4
142,2686f39c-bada-4658-854a-a62e7e5e8b8d,9065,137
143,2686f39c-bada-4658-854a-a62e7e5e8b8d,9071,63
144,2686f39c-bada-4658-854a-a62e7e5e8b8d,9088,326
145,2686f39c-bada-4658-854a-a62e7e5e8b8d,9125,370
146,2686f39c-bada-4658-854a-a62e7e5e8b8d,9139,3663
147,2686f39c-bada-4658-854a-a62e7e5e8b8d,9143,2658
148,2686f39c-bada-4658-854a-a62e7e5e8b8d,9144,188
149,2686f39c-bada-4658-854a-a62e7e5e8b8d,9192,22
150,2686f39c-bada-4658-854a-a62e7e5e8b8d,9245,9
151,2686f39c-bada-4658-854a-a62e7e5e8b8d,9253,2
152,2686f39c-bada-4658-854a-a62e7e5e8b8d,9266,491
153,2686f39c-bada-4658-854a-a62e7e5e8b8d,9284,2697
154,2686f39c-bada-4658-854a-a62e7e5e8b8d,9294,392
155,2686f39c-bada-4658-854a-a62e7e5e8b8d,9365,257
156,2686f39c-bada-4658-854a-a62e7e5e8b8d,9394,433
157,2686f39c-bada-4658-854a-a62e7e5e8b8d,9395,206
158,2686f39c-bada-4658-854a-a62e7e5e8b8d,9397,56
159,2686f39c-bada-4658-854a-a62e7e5e8b8d,9440,14
160,2686f39c-bada-4658-854a-a62e7e5e8b8d,9484,543
161,2686f39c-bada-4658-854a-a62e7e5e8b8d,9494,291
162,2686f39c-bada-4658-854a-a62e7e5e8b8d,9496,78
163,2686f39c-bada-4658-854a-a62e7e5e8b8d,9509,740
164,2686f39c-bada-4658-854a-a62e7e5e8b8d,9512,2
165,2686f39c-bada-4658-854a-a62e7e5e8b8d,9518,680
166,2686f39c-bada-4658-854a-a62e7e5e8b8d,9519,4
167,2686f39c-bada-4658-854a-a62e7e5e8b8d,9528,507
168,2686f39c-bada-4658-854a-a62e7e5e8b8d,9534,2728
169,2686f39c-bada-4658-854a-a62e7e5e8b8d,9536,58
170,2686f39c-bada-4658-854a-a62e7e5e8b8d,9541,62
171,2686f39c-bada-4658-854a-a62e7e5e8b8d,9544,322
172,2686f39c-bada-4658-854a-a62e7e5e8b8d,9545,1
173,2686f39c-bada-4658-854a-a62e7e5e8b8d,9547,15
174,2686f39c-bada-4658-854a-a62e7e5e8b8d,9549,80
175,2686f39c-bada-4658-854a-a62e7e5e8b8d,9554,128
176,2686f39c-bada-4658-854a-a62e7e5e8b8d,9558,348
177,2686f39c-bada-4658-854a-a62e7e5e8b8d,9561,441
178,2686f39c-bada-4658-854a-a62e7e5e8b8d,9569,10033
179,2686f39c-bada-4658-854a-a62e7e5e8b8d,9584,109
180,2686f39c-bada-4658-854a-a62e7e5e8b8d,9585,161
181,2686f39c-bada-4658-854a-a62e7e5e8b8d,9593,1598
182,2686f39c-bada-4658-854a-a62e7e5e8b8d,9604,6
183,2686f39c-bada-4658-854a-a62e7e5e8b8d,9605,3648
184,2686f39c-bada-4658-854a-a62e7e5e8b8d,9608,32
185,2686f39c-bada-4658-854a-a62e7e5e8b8d,9610,1
186,2686f39c-bada-4658-854a-a62e7e5e8b8d,9612,104
187,2686f39c-bada-4658-854a-a62e7e5e8b8d,9615,670
188,2686f39c-bada-4658-854a-a62e7e5e8b8d,10017,150
189,2686f39c-bada-4658-854a-a62e7e5e8b8d,10018,82
190,2686f39c-bada-4658-854a-a62e7e5e8b8d,10024,476
191,2686f39c-bada-4658-854a-a62e7e5e8b8d,10031,807
192,2686f39c-bada-4658-854a-a62e7e5e8b8d,10069,3
193,2686f39c-bada-4658-854a-a62e7e5e8b8d,10116,4
194,2686f39c-bada-4658-854a-a62e7e5e8b8d,10117,8
195,2686f39c-bada-4658-854a-a62e7e5e8b8d,10152,94
196,2686f39c-bada-4658-854a-a62e7e5e8b8d,11322,56
197,2686f39c-bada-4658-854a-a62e7e5e8b8d,11331,762
198,2686f39c-bada-4658-854a-a62e7e5e8b8d,11332,1299
199,2686f39c-bada-4658-854a-a62e7e5e8b8d,11333,297
200,2686f39c-bada-4658-854a-a62e7e5e8b8d,11334,1103
201,2686f39c-bada-4658-854a-a62e7e5e8b8d,11345,896
202,2686f39c-bada-4658-854a-a62e7e5e8b8d,11346,268
203,2686f39c-bada-4658-854a-a62e7e5e8b8d,11357,61
204,2686f39c-bada-4658-854a-a62e7e5e8b8d,11359,16
205,2686f39c-bada-4658-854a-a62e7e5e8b8d,11558,147
206,2686f39c-bada-4658-854a-a62e7e5e8b8d,11561,4
207,2686f39c-bada-4658-854a-a62e7e5e8b8d,11708,8
208,2686f39c-bada-4658-854a-a62e7e5e8b8d,11712,83
209,2686f39c-bada-4658-854a-a62e7e5e8b8d,11813,80
210,2686f39c-bada-4658-854a-a62e7e5e8b8d,11814,77
211,2686f39c-bada-4658-854a-a62e7e5e8b8d,11820,6
212,2686f39c-bada-4658-854a-a62e7e5e8b8d,11822,79
213,2686f39c-bada-4658-854a-a62e7e5e8b8d,12040,182
214,2686f39c-bada-4658-854a-a62e7e5e8b8d,12041,404
215,2686f39c-bada-4658-854a-a62e7e5e8b8d,12042,845
216,2686f39c-bada-4658-854a-a62e7e5e8b8d,12043,166
217,2686f39c-bada-4658-854a-a62e7e5e8b8d,12044,6
218,2686f39c-bada-4658-854a-a62e7e5e8b8d,12048,43
219,2686f39c-bada-4658-854a-a62e7e5e8b8d,12150,976
220,2686f39c-bada-4658-854a-a62e7e5e8b8d,12157,949
221,2686f39c-bada-4658-854a-a62e7e5e8b8d,12158,759
222,2686f39c-bada-4658-854a-a62e7e5e8b8d,12159,1082
223,2686f39c-bada-4658-854a-a62e7e5e8b8d,12160,545
224,2686f39c-bada-4658-854a-a62e7e5e8b8d,12164,12
225,2686f39c-bada-4658-854a-a62e7e5e8b8d,12182,1079
226,2686f39c-bada-4658-854a-a62e7e5e8b8d,12192,27
227,2686f39c-bada-4658-854a-a62e7e5e8b8d,12281,167
228,2686f39c-bada-4658-854a-a62e7e5e8b8d,12282,285
229,2686f39c-bada-4658-854a-a62e7e5e8b8d,12287,34
230,2686f39c-bada-4658-854a-a62e7e5e8b8d,12334,28
231,2686f39c-bada-4658-854a-a62e7e5e8b8d,12415,145
232,2686f39c-bada-4658-854a-a62e7e5e8b8d,12438,491
233,2686f39c-bada-4658-854a-a62e7e5e8b8d,12439,62
234,2686f39c-bada-4658-854a-a62e7e5e8b8d,12440,326
235,2686f39c-bada-4658-854a-a62e7e5e8b8d,12443,55
236,2686f39c-bada-4658-854a-a62e7e5e8b8d,12449,76
237,2686f39c-bada-4658-854a-a62e7e5e8b8d,12460,81
238,2686f39c-bada-4658-854a-a62e7e5e8b8d,12838,245
239,2686f39c-bada-4658-854a-a62e7e5e8b8d,12841,37
240,2686f39c-bada-4658-854a-a62e7e5e8b8d,12847,8
241,2686f39c-bada-4658-854a-a62e7e5e8b8d,12848,116
242,2686f39c-bada-4658-854a-a62e7e5e8b8d,12930,224
243,2686f39c-bada-4658-854a-a62e7e5e8b8d,12945,2394
244,2686f39c-bada-4658-854a-a62e7e5e8b8d,12947,31
245,2686f39c-bada-4658-854a-a62e7e5e8b8d,12998,23
246,26cd69e1-dc80-4b7f-929a-166f523f1fea,9023,8
247,26ed0941-449e-4fce-978c-a4cb645b9161,9509,26
248,2a28c8e5-b65f-44aa-9837-e02e5967b100,9610,1
249,2a28c8e5-b65f-44aa-9837-e02e5967b100,9612,1
250,2a28c8e5-b65f-44aa-9837-e02e5967b101,9610,1
251,2a28c8e5-b65f-44aa-9837-e02e5967b101,9612,1
252,2a28c8e5-b65f-44aa-9837-e02e5967b102,9610,2
253,2a28c8e5-b65f-44aa-9837-e02e5967b103,9610,4
254,2a28c8e5-b65f-44aa-9837-e02e5967b104,9052,1
255,2a28c8e5-b65f-44aa-9837-e02e5967b104,9610,1
256,2a28c8e5-b65f-44aa-9837-e02e5967b105,9609,1
257,2a28c8e5-b65f-44aa-9837-e02e5967b105,9610,2
258,2a28c8e5-b65f-44aa-9837-e02e5967b105,9612,1
259,2a28c8e5-b65f-44aa-9837-e02e5967b106,9610,3
260,2a28c8e5-b65f-44aa-9837-e02e5967b106,9612,3
261,2a28c8e5-b65f-44aa-9837-e02e5967b107,9610,4
262,2a28c8e5-b65f-44aa-9837-e02e5967b108,9610,4
263,2a28c8e5-b65f-44aa-9837-e02e5967b109,9003,2
264,2a28c8e5-b65f-44aa-9837-e02e5967b109,9610,2
265,2a955cfd-667b-4ac8-9141-73b9c168da7e,8996,5
266,2a955cfd-667b-4ac8-9141-73b9c168da7e,9006,36
267,2a955cfd-667b-4ac8-9141-73b9c168da7e,9052,2
268,2a955cfd-667b-4ac8-9141-73b9c168da7e,9058,32
269,2a955cfd-667b-4ac8-9141-73b9c168da7e,9061,10
270,2a955cfd-667b-4ac8-9141-73b9c168da7e,9099,15
271,2a955cfd-667b-4ac8-9141-73b9c168da7e,9207,24
272,2a955cfd-667b-4ac8-9141-73b9c168da7e,9208,45
273,2a955cfd-667b-4ac8-9141-73b9c168da7e,9245,73
274,2a955cfd-667b-4ac8-9141-73b9c168da7e,9248,32
275,2a955cfd-667b-4ac8-9141-73b9c168da7e,9395,1
276,2a955cfd-667b-4ac8-9141-73b9c168da7e,9436,41
277,2a955cfd-667b-4ac8-9141-73b9c168da7e,9546,15
278,2a955cfd-667b-4ac8-9141-73b9c168da7e,9550,51
279,2a955cfd-667b-4ac8-9141-73b9c168da7e,9553,7
280,2a955cfd-667b-4ac8-9141-73b9c168da7e,9560,119
281,2a955cfd-667b-4ac8-9141-73b9c168da7e,9572,34
282,2a955cfd-667b-4ac8-9141-73b9c168da7e,9620,18
283,2a955cfd-667b-4ac8-9141-73b9c168da7e,9639,7
284,2a955cfd-667b-4ac8-9141-73b9c168da7e,9642,3
285,2a955cfd-667b-4ac8-9141-73b9c168da7e,11558,18
286,2a955cfd-667b-4ac8-9141-73b9c168da7e,12043,35
287,2a955cfd-667b-4ac8-9141-73b9c168da7e,12150,9
288,2b63f6bd-8cd8-4d16-948b-9bbdb89fb2ac,9023,43
289,2c0a365b-6f57-c283-0822-10675002094f,9509,30
290,2ee009b5-0665-4584-8237-be05f0748e5d,9023,14
291,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,8986,13
292,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,9101,44
293,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,9125,4
294,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,9139,175
295,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,9365,27
296,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,10018,13
297,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,10024,6
298,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,10113,41
299,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,11708,16
300,2f234454-cf6d-4a0f-adf2-f4911ba9ffa6,12164,24
301,2f24dda5-6745-4d39-99cf-d6cbea086401,9266,3639
302,2f24dda5-6745-4d39-99cf-d6cbea086401,9509,610
303,2f98233b-c528-4156-b9f6-bb8f01d2b557,11708,85
304,2f98233b-c528-4156-b9f6-bb8f01d2b557,11711,36
305,2f98233b-c528-4156-b9f6-bb8f01d2b557,12164,12
306,307e9194-9fe3-4412-ba98-6e816161a379,12048,106
307,31b0987b-7e64-4b54-ade4-4daa75573cd7,9266,13
308,31b0987b-7e64-4b54-ade4-4daa75573cd7,9584,44
309,3261b607-3a79-51cd-730d-9f7ff836e339,9004,4
310,33f08f0f-cfa7-a254-0027-eb4bbf160a17,9139,28
311,36855890-eb06-4852-89b3-d35064ddce45,9534,21
312,36855890-eb06-4852-89b3-d35064ddce45,9615,12
313,38d76936-1b9f-425a-af17-612403da18b9,9139,117
314,3c4584f5-eb2c-a63c-1e57-000000000000,9484,1
315,3cc8082f-5a54-4b3c-aeef-fa2c7fce975f,9509,10
316,3ddab011-957f-7d4a-34a6-74696673696d,12334,48
317,3ddab011-957f-7d4a-34a6-74696673696d,12460,81
318,3ddab011-957f-7d4a-34a6-74696673696d,12992,71
319,400225dd-3d15-4a4b-9db3-93c4b2d01eda,9541,10
320,40a480af-a022-4050-95d6-51a700020000,9569,252
321,4152554e-f99b-4a3b-86d0-947070693a78,8986,66
322,4152554e-f99b-4a3b-86d0-947070693a78,9023,2
323,4152554e-f99b-4a3b-86d0-947070693a78,9266,76
324,4152554e-f99b-4a3b-86d0-947070693a78,10018,22
325,4165726f-6869-7665-4e65-74776f726b73,9023,204
326,4165726f-6869-7665-4e65-74776f726b73,9266,15
327,4165726f-6869-7665-4e65-74776f726b73,9558,78
328,4165726f-6869-7665-4e65-74776f726b73,9605,186
329,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,11023,9
330,434b2eb8-c28f-4089-8e7a-1e644bb13b9f,12334,18
331,43a2bc29-c111-4a76-8b6f-78aecb142e5a,9139,128
332,43a2bc29-c111-4a76-8b6f-78aecb142e5a,9143,71
333,440b011b-acc7-4de3-b991-9e825c24c810,9026,15
334,440b011b-acc7-4de3-b991-9e825c24c810,9239,40
335,458a7133-0000-4e37-a4a4-5d8492586977,9397,409
336,458a7133-0000-4e37-a4a4-5d8492586977,9509,12
337,458a7133-0000-4e37-a4a4-5d8492586977,9558,115
338,494e5445-4c4c-495f-524f-434b535f4857,9125,15
339,494e5445-4c4c-495f-524f-434b535f4857,9144,25
340,494e5445-4c4c-495f-524f-434b535f4857,9509,10
341,494e5445-4c4c-495f-524f-434b535f4857,9554,5
342,494e5445-4c4c-495f-524f-434b535f4857,10024,55
343,494e5445-4c4c-495f-524f-434b535f4857,11708,8
344,494e5445-4c4c-495f-524f-434b535f4857,12164,12
345,4a84c409-89e1-497c-8251-2f2d778db8d6,9266,161
346,4a84c409-89e1-497c-8251-2f2d778db8d6,9585,694
347,4a84c409-89e1-497c-8251-2f2d778db8d6,9593,408
348,4a84c409-89e1-497c-8251-2f2d778db8d6,9605,944
349,4b993cd6-1f3a-466f-aac7-cd79c01b9a20,9534,30
350,4b993cd6-1f3a-466f-aac7-cd79c01b9a20,9613,1
351,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2,12443,38
352,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2,12444,8
353,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2,12445,15
354,4d744d1f-9ee8-6e91-60ec-9c0643d8dff2,12446,5
355,4e5a3705-abc0-46ef-ba23-7ba0539f77ee,9143,28
356,504f4c45-5354-4152-0000-000000000000,9101,66
357,504f4c45-5354-4152-0000-000000000000,9125,2591
358,504f4c45-5354-4152-0000-000000000000,9139,1557
359,504f4c45-5354-4152-0000-000000000000,9143,2885
360,504f4c45-5354-4152-0000-000000000000,9594,126
361,5075f606-1e0e-11e7-93ae-92361f002671,9023,1
362,50765cb7-d9ea-4e21-99a4-fa879613a492,8986,290
363,50765cb7-d9ea-4e21-99a4-fa879613a492,9003,1
364,50765cb7-d9ea-4e21-99a4-fa879613a492,9004,1
365,50765cb7-d9ea-4e21-99a4-fa879613a492,9006,6
366,50765cb7-d9ea-4e21-99a4-fa879613a492,9007,10
367,50765cb7-d9ea-4e21-99a4-fa879613a492,9023,82
368,50765cb7-d9ea-4e21-99a4-fa879613a492,9058,5
369,50765cb7-d9ea-4e21-99a4-fa879613a492,9065,7
370,50765cb7-d9ea-4e21-99a4-fa879613a492,9071,848
371,50765cb7-d9ea-4e21-99a4-fa879613a492,9088,83
372,50765cb7-d9ea-4e21-99a4-fa879613a492,9099,2
373,50765cb7-d9ea-4e21-99a4-fa879613a492,9101,162
374,50765cb7-d9ea-4e21-99a4-fa879613a492,9125,783
375,50765cb7-d9ea-4e21-99a4-fa879613a492,9131,229
376,50765cb7-d9ea-4e21-99a4-fa879613a492,9139,5242
377,50765cb7-d9ea-4e21-99a4-fa879613a492,9143,2493
378,50765cb7-d9ea-4e21-99a4-fa879613a492,9144,800
379,50765cb7-d9ea-4e21-99a4-fa879613a492,9147,16
380,50765cb7-d9ea-4e21-99a4-fa879613a492,9193,1
381,50765cb7-d9ea-4e21-99a4-fa879613a492,9245,30
382,50765cb7-d9ea-4e21-99a4-fa879613a492,9266,899
383,50765cb7-d9ea-4e21-99a4-fa879613a492,9284,2911
384,50765cb7-d9ea-4e21-99a4-fa879613a492,9294,910
385,50765cb7-d9ea-4e21-99a4-fa879613a492,9336,25
386,50765cb7-d9ea-4e21-99a4-fa879613a492,9365,20
387,50765cb7-d9ea-4e21-99a4-fa879613a492,9394,257
388,50765cb7-d9ea-4e21-99a4-fa879613a492,9395,129
389,50765cb7-d9ea-4e21-99a4-fa879613a492,9397,777
390,50765cb7-d9ea-4e21-99a4-fa879613a492,9436,6
391,50765cb7-d9ea-4e21-99a4-fa879613a492,9484,192
392,50765cb7-d9ea-4e21-99a4-fa879613a492,9494,627
393,50765cb7-d9ea-4e21-99a4-fa879613a492,9509,427
394,50765cb7-d9ea-4e21-99a4-fa879613a492,9518,224
395,50765cb7-d9ea-4e21-99a4-fa879613a492,9534,1157
396,50765cb7-d9ea-4e21-99a4-fa879613a492,9541,93
397,50765cb7-d9ea-4e21-99a4-fa879613a492,9545,4
398,50765cb7-d9ea-4e21-99a4-fa879613a492,9546,3
399,50765cb7-d9ea-4e21-99a4-fa879613a492,9547,43
400,50765cb7-d9ea-4e21-99a4-fa879613a492,9549,25
401,50765cb7-d9ea-4e21-99a4-fa879613a492,9550,8
402,50765cb7-d9ea-4e21-99a4-fa879613a492,9554,45
403,50765cb7-d9ea-4e21-99a4-fa879613a492,9558,127
404,50765cb7-d9ea-4e21-99a4-fa879613a492,9561,139
405,50765cb7-d9ea-4e21-99a4-fa879613a492,9569,4535
406,50765cb7-d9ea-4e21-99a4-fa879613a492,9572,5
407,50765cb7-d9ea-4e21-99a4-fa879613a492,9594,1
408,50765cb7-d9ea-4e21-99a4-fa879613a492,9604,2
409,50765cb7-d9ea-4e21-99a4-fa879613a492,9605,5521
410,50765cb7-d9ea-4e21-99a4-fa879613a492,9608,24
411,50765cb7-d9ea-4e21-99a4-fa879613a492,9609,1
412,50765cb7-d9ea-4e21-99a4-fa879613a492,9610,5
413,50765cb7-d9ea-4e21-99a4-fa879613a492,9612,3
414,50765cb7-d9ea-4e21-99a4-fa879613a492,9613,4
415,50765cb7-d9ea-4e21-99a4-fa879613a492,9615,1468
416,50765cb7-d9ea-4e21-99a4-fa879613a492,9639,4
417,50765cb7-d9ea-4e21-99a4-fa879613a492,10018,47
418,50765cb7-d9ea-4e21-99a4-fa879613a492,10024,750
419,50765cb7-d9ea-4e21-99a4-fa879613a492,10031,867
420,50765cb7-d9ea-4e21-99a4-fa879613a492,11322,55
