,uuid,OBJECTID,count
857,e0d2870b-849d-1df0-fe9a-ac5f0002038c,6,56
858,e150ec1c-0d67-4793-be2b-f6c0360bae61,97,14
859,e1717541-3116-b5a5-8f5c-458db726c2b7,899,4
860,e1f54e02-1e23-44e0-9c3d-512eb56adec9,95,12
861,e20a39f4-73f5-4bc4-1864-17d1ad07a962,18,41
862,e20a39f4-73f5-4bc4-1864-17d1ad07a962,97,1
863,e20a39f4-73f5-4bc4-1864-17d1ad07a962,99,7
864,e20a39f4-73f5-4bc4-1864-17d1ad07a962,117,138
865,e20a39f4-73f5-4bc4-1864-17d1ad07a962,119,16
866,e23af6ec-8e03-f0f1-3025-883100000384,6,261
867,e23af6ec-8e03-f0f1-3025-883100020384,6,205
868,e2c56db5-dffb-48d2-b060-d0f5a71096e0,8,3
869,e2c56db5-dffb-48d2-b060-d0f5a71096e0,18,142
870,e2c56db5-dffb-48d2-b060-d0f5a71096e0,20,2246
871,e2c56db5-dffb-48d2-b060-d0f5a71096e0,31,213
872,e2c56db5-dffb-48d2-b060-d0f5a71096e0,35,422
873,e2c56db5-dffb-48d2-b060-d0f5a71096e0,41,384
874,e2c56db5-dffb-48d2-b060-d0f5a71096e0,46,3
875,e2c56db5-dffb-48d2-b060-d0f5a71096e0,51,21
876,e2c56db5-dffb-48d2-b060-d0f5a71096e0,54,6
877,e2c56db5-dffb-48d2-b060-d0f5a71096e0,62,11
878,e2c56db5-dffb-48d2-b060-d0f5a71096e0,83,11
879,e2c56db5-dffb-48d2-b060-d0f5a71096e0,86,1400
880,e2c56db5-dffb-48d2-b060-d0f5a71096e0,90,5
881,e2c56db5-dffb-48d2-b060-d0f5a71096e0,97,49
882,e2c56db5-dffb-48d2-b060-d0f5a71096e0,104,11
883,e2c56db5-dffb-48d2-b060-d0f5a71096e0,105,161
884,e2c56db5-dffb-48d2-b060-d0f5a71096e0,108,5
885,e2c56db5-dffb-48d2-b060-d0f5a71096e0,115,452
886,e2c56db5-dffb-48d2-b060-d0f5a71096e0,117,178
887,e2c56db5-dffb-48d2-b060-d0f5a71096e0,120,223
888,e2c56db5-dffb-48d2-b060-d0f5a71096e0,121,199
889,e2c56db5-dffb-48d2-b060-d0f5a71096e0,124,45
890,e2c56db5-dffb-48d2-b060-d0f5a71096e0,679,65
891,e2c56db5-dffb-48d2-b060-d0f5a71096e0,688,9
892,e2c56db5-dffb-48d2-b060-d0f5a71096e0,697,156
893,e2c56db5-dffb-48d2-b060-d0f5a71096e0,785,475
894,e2c56db5-dffb-48d2-b060-d0f5a71096e0,801,250
895,e2c56db5-dffb-48d2-b060-d0f5a71096e0,925,80
896,e2c56db5-dffb-48d2-b060-d0f5a71096e0,928,1
897,e2c56db5-dffb-48d2-b060-d0f5a71096e0,1130,36
898,e2e1adec-2e34-4320-82ff-b162204cef07,18,112
899,e2e1adec-2e34-4320-82ff-b162204cef07,884,7
900,e2e1adec-2e34-4320-82ff-b162204cef07,888,45
901,e502ebe8-3b55-4bfe-9c97-657e061c3114,62,8
902,e5a392d8-5351-4fb4-8bde-277773263d48,121,121
903,e5a392d8-5351-4fb4-8bde-277773263d48,703,62
904,e5a392d8-5351-4fb4-8bde-277773263d48,899,2
905,e5fae995-38cb-4d78-ac3f-bd349871d6d4,41,128
906,e5fae995-38cb-4d78-ac3f-bd349871d6d4,97,67
907,e5fae995-38cb-4d78-ac3f-bd349871d6d4,107,232
908,e60fdc20-9e42-11e9-b475-0800200c9a66,51,1
909,e60fdc20-9e42-11e9-b475-0800200c9a66,55,3
910,e688762b-df54-86c3-df1a-6801b80c1257,105,42
911,e8996658-ba30-9e10-ced8-daaeb21e1afd,8,2
912,ec00025c-5101-142e-3505-1ea495693654,105,52
913,ef090000-11d6-42ba-93b8-9dd7ec090aa9,727,58
914,f000f0c0-0451-4000-b000-000000000000,12,27
915,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,58,2
916,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,95,44
917,f1eabf09-e313-4fcd-80df-67c779763888,688,129
918,f2356731-fbd4-4a10-8aa2-c89adf48a98d,6,21
919,f2356731-fbd4-4a10-8aa2-c89adf48a98d,884,1
920,f2356731-fbd4-4a10-8aa2-c89adf48a98d,888,290
921,f34ebac4-7cd7-4027-878e-55f4e71d0309,16,47
922,f34ebac4-7cd7-4027-878e-55f4e71d0309,41,15
923,f34ebac4-7cd7-4027-878e-55f4e71d0309,95,19
924,f34ebac4-7cd7-4027-878e-55f4e71d0309,97,5
925,f34ebac4-7cd7-4027-878e-55f4e71d0309,99,3
926,f34ebac4-7cd7-4027-878e-55f4e71d0309,107,38
927,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,41,14
928,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,822,9
929,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,899,42
930,f7826da6-4fa2-4e98-8024-bc5b71e0893e,20,7
931,f7826da6-4fa2-4e98-8024-bc5b71e0893e,86,124
932,f7826da6-4fa2-4e98-8024-bc5b71e0893e,97,35
933,f7826da6-4fa2-4e98-8024-bc5b71e0893e,121,31
934,f7b5c2e9-949d-49f3-bb3b-08762506cec1,41,131
935,f7b5c2e9-949d-49f3-bb3b-08762506cec1,95,1368
936,f7b5c2e9-949d-49f3-bb3b-08762506cec1,107,13
937,f7f489e9-c07e-41b0-beab-a24ce4d49faa,688,203
938,f87681b0-a7c6-11e9-b475-0800200c9a66,97,4
939,f9d79150-efc7-45ab-8738-f7054902ee2b,99,17
940,faaf3ed6-6d65-a7a2-5f13-3024d059405d,52,33
941,faaf3ed6-6d65-a7a2-5f13-3024d059405d,53,48
942,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,6,538
943,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,16,426
944,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,20,1082
945,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,115,1642
946,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,121,5209
947,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,124,201
948,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,128,1486
949,fc9781c4-022b-4e04-9c65-cba35b2ccc49,95,20
950,fc9781c4-022b-4e04-9c65-cba35b2ccc49,105,110
951,fda50693-a4e2-4fb1-3344-df97a470ee50,86,4
952,fda50693-a4e2-4fb1-3344-ff767760cac6,697,12
953,fda50693-a4e2-4fb1-3344-ff767760cac6,776,4
954,fda50693-a4e2-4fb1-3344-ff767760cac6,777,4
955,fda50693-a4e2-4fb1-afcf-c6eb07647825,20,139
956,fda50693-a4e2-4fb1-afcf-c6eb07647825,86,3
957,fda50693-a4e2-4fb1-afcf-c6eb07647825,121,206
958,fda50693-a4e2-4fb1-afcf-c6eb07647825,124,46
959,fda50693-a4e2-4fb1-afcf-c6eb07647825,785,20
960,fdb3b09b-12e2-4442-be37-35a00a1d9a06,41,37
961,fdb3b09b-12e2-4442-be37-35a00a1d9a06,105,13
962,fdb3b09b-12e2-4442-be37-35a00a1d9a06,107,12
963,fdb3b09b-12e2-4442-be37-35a00a1d9a06,120,26
964,fe913213-b311-4a42-8c16-47faeac938db,6,108
965,fe913213-b311-4a42-8c16-47faeac938db,12,125
966,fe913213-b311-4a42-8c16-47faeac938db,86,341
967,fe913213-b311-4a42-8c16-47faeac938db,99,7
968,fe913213-b311-4a42-8c16-47faeac938db,119,116
969,fe913213-b311-4a42-8c16-47faeac938db,121,407
970,fe913213-b311-4a42-8c16-47faeac938db,811,20
