,uuid,location_i,count
544,8277a5f1-4166-45d1-9f97-905df2a427d5,15.01,104
545,8277a5f1-4166-45d1-9f97-905df2a427d5,15.02,784
546,8277a5f1-4166-45d1-9f97-905df2a427d5,18,919
547,8277a5f1-4166-45d1-9f97-905df2a427d5,21,115
548,8277a5f1-4166-45d1-9f97-905df2a427d5,269,28
549,8277a5f1-4166-45d1-9f97-905df2a427d5,31,25
550,8277a5f1-4166-45d1-9f97-905df2a427d5,43,3
551,8277a5f1-4166-45d1-9f97-905df2a427d5,7,3319
552,8277a5f1-4166-45d1-9f97-905df2a427d5,9,1585
553,82a8029d-d537-47f9-84d9-3bbc8052f66b,18,23
554,8892d497-2507-4fbc-ac6d-e9aefe6e9266,57,1
555,89d91339-52a3-405a-9f15-dba920f2726c,76,125
556,89d91339-52a3-405a-9f15-dba920f2726c,82,292
557,89d91339-52a3-405a-9f15-dba920f2726c,84,754
558,8a21c76b-74e3-4341-92be-33fcfdefdd63,10.01,71
559,8a21c76b-74e3-4341-92be-33fcfdefdd63,100,595
560,8a21c76b-74e3-4341-92be-33fcfdefdd63,102,442
561,8a21c76b-74e3-4341-92be-33fcfdefdd63,104,16
562,8a21c76b-74e3-4341-92be-33fcfdefdd63,109,1241
563,8a21c76b-74e3-4341-92be-33fcfdefdd63,11,818
564,8a21c76b-74e3-4341-92be-33fcfdefdd63,111,333
565,8a21c76b-74e3-4341-92be-33fcfdefdd63,112.02,325
566,8a21c76b-74e3-4341-92be-33fcfdefdd63,112.03,120
567,8a21c76b-74e3-4341-92be-33fcfdefdd63,113,492
568,8a21c76b-74e3-4341-92be-33fcfdefdd63,114.02,294
569,8a21c76b-74e3-4341-92be-33fcfdefdd63,115,78
570,8a21c76b-74e3-4341-92be-33fcfdefdd63,119,99
571,8a21c76b-74e3-4341-92be-33fcfdefdd63,129.01,10
572,8a21c76b-74e3-4341-92be-33fcfdefdd63,129.02,6
573,8a21c76b-74e3-4341-92be-33fcfdefdd63,13,1326
574,8a21c76b-74e3-4341-92be-33fcfdefdd63,137,65
575,8a21c76b-74e3-4341-92be-33fcfdefdd63,14.02,201
576,8a21c76b-74e3-4341-92be-33fcfdefdd63,15.02,154
577,8a21c76b-74e3-4341-92be-33fcfdefdd63,153,30
578,8a21c76b-74e3-4341-92be-33fcfdefdd63,157,16
579,8a21c76b-74e3-4341-92be-33fcfdefdd63,165,10
580,8a21c76b-74e3-4341-92be-33fcfdefdd63,18,266
581,8a21c76b-74e3-4341-92be-33fcfdefdd63,21,1597
582,8a21c76b-74e3-4341-92be-33fcfdefdd63,227,34
583,8a21c76b-74e3-4341-92be-33fcfdefdd63,245,183
584,8a21c76b-74e3-4341-92be-33fcfdefdd63,249,13
585,8a21c76b-74e3-4341-92be-33fcfdefdd63,259.02,12
586,8a21c76b-74e3-4341-92be-33fcfdefdd63,267,65
587,8a21c76b-74e3-4341-92be-33fcfdefdd63,269,32
588,8a21c76b-74e3-4341-92be-33fcfdefdd63,30.01,143
589,8a21c76b-74e3-4341-92be-33fcfdefdd63,31,1117
590,8a21c76b-74e3-4341-92be-33fcfdefdd63,33,2653
591,8a21c76b-74e3-4341-92be-33fcfdefdd63,35,140
592,8a21c76b-74e3-4341-92be-33fcfdefdd63,37,202
593,8a21c76b-74e3-4341-92be-33fcfdefdd63,39,341
594,8a21c76b-74e3-4341-92be-33fcfdefdd63,43,1820
595,8a21c76b-74e3-4341-92be-33fcfdefdd63,45,79
596,8a21c76b-74e3-4341-92be-33fcfdefdd63,49,12
597,8a21c76b-74e3-4341-92be-33fcfdefdd63,50,1
598,8a21c76b-74e3-4341-92be-33fcfdefdd63,52,33
599,8a21c76b-74e3-4341-92be-33fcfdefdd63,55.01,6
600,8a21c76b-74e3-4341-92be-33fcfdefdd63,55.02,30
601,8a21c76b-74e3-4341-92be-33fcfdefdd63,56,3
602,8a21c76b-74e3-4341-92be-33fcfdefdd63,61,3
603,8a21c76b-74e3-4341-92be-33fcfdefdd63,63,12
604,8a21c76b-74e3-4341-92be-33fcfdefdd63,67,477
605,8a21c76b-74e3-4341-92be-33fcfdefdd63,7,29
606,8a21c76b-74e3-4341-92be-33fcfdefdd63,75,99
607,8a21c76b-74e3-4341-92be-33fcfdefdd63,76,112
608,8a21c76b-74e3-4341-92be-33fcfdefdd63,82,12
609,8a21c76b-74e3-4341-92be-33fcfdefdd63,83,3
610,8a21c76b-74e3-4341-92be-33fcfdefdd63,84,669
611,8a21c76b-74e3-4341-92be-33fcfdefdd63,9,1045
612,8a21c76b-74e3-4341-92be-33fcfdefdd63,92,400
613,8a21c76b-74e3-4341-92be-33fcfdefdd63,94,177
614,8a21c76b-74e3-4341-92be-33fcfdefdd63,96,68
615,8a21c76b-74e3-4341-92be-33fcfdefdd63,99.03,32
616,8b03238e-cebc-465d-8fb8-90e41e0f51ba,137,40
617,8b03238e-cebc-465d-8fb8-90e41e0f51ba,227,968
618,8b03238e-cebc-465d-8fb8-90e41e0f51ba,245,33
619,8b03238e-cebc-465d-8fb8-90e41e0f51ba,43,66
620,8d213129-d56d-9e4b-77f2-2b30ebb5e7f3,57,2
621,944ff534-ac2c-8b18-b1dc-bcf18b95f337,39,39
622,961ee482-93b2-3d07-50fa-0334460917c2,112.03,113
623,961ee482-93b2-3d07-50fa-0334460917c2,92,2
624,98fc7ce5-64e6-4245-b1f4-5f2f9503e670,92,32
625,991f6f79-546b-d8fa-9850-2c2388c6d2ce,13,475
626,99e8d0b6-f1b1-41b8-a035-104cf2d11497,9,191
627,9b0c5617-4211-4c60-937d-38501df4fa4f,135,17
628,9b0c5617-4211-4c60-937d-38501df4fa4f,137,8
629,9b0c5617-4211-4c60-937d-38501df4fa4f,92,15
630,9d410000-35d6-f4dd-ba60-e7bd8dc491c0,245,18
631,9d6f9674-c3b4-aae9-35e2-ec3cfe06be5f,94,4
632,9eb353a0-69b6-4947-b710-bae643c8bca5,109,482
633,9eb353a0-69b6-4947-b710-bae643c8bca5,111,341
634,9eb353a0-69b6-4947-b710-bae643c8bca5,113,4
635,9eb353a0-69b6-4947-b710-bae643c8bca5,39,540
636,9eb353a0-69b6-4947-b710-bae643c8bca5,84,25
637,9eb353a0-69b6-4947-b710-bae643c8bca5,94,71
638,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,21,3
639,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,33,188
640,a14a04b7-5f86-7310-99d5-9e3b2564c8b4,113,8
641,a14a04b7-5f86-7310-99d5-9e3b2564c8b4,119,65
642,a58bf14e-db0e-407e-ad7b-1d0a84528254,100,731
643,a58bf14e-db0e-407e-ad7b-1d0a84528254,39,53
644,a64ee4c7-e8c8-4656-58a5-47aacb11f9fa,100,74
645,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,13,3
646,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,285.01,3
647,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,113,25
648,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,119,32
649,aa0c1a63-153f-4256-bc10-398508e2b590,113,1007
650,aa0c1a63-153f-4256-bc10-398508e2b590,129.01,4
651,aa0c1a63-153f-4256-bc10-398508e2b590,129.02,4
652,aa0c1a63-153f-4256-bc10-398508e2b590,153,19
653,aa0c1a63-153f-4256-bc10-398508e2b590,35,12
654,aa0c1a63-153f-4256-bc10-398508e2b590,45,254
655,aa0c1a63-153f-4256-bc10-398508e2b590,67,786
656,aa0c1a63-153f-4256-bc10-398508e2b590,69.02,390
657,aa0c1a63-153f-4256-bc10-398508e2b590,84,122
658,aa0c1a63-153f-4256-bc10-398508e2b590,9,23
659,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,259.02,1
660,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,285.01,14
661,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,389,40
662,ab287db0-112f-e62e-8e75-3e90bce4c55d,84,1
663,ab4c8ae3-86c7-4602-afb7-e82f678ef65a,39,203
664,b0e9abf6-8c64-423a-b8d5-6669de4f4bdb,33,39
665,b19c90c3-c82c-ba3f-fa50-fdd2b787e5bb,52,22
666,b2e5fc49-d460-42b9-893c-27dbaff94300,82,30
667,b2e5fc49-d460-42b9-893c-27dbaff94300,84,15
668,b2e5fc49-d460-42b9-893c-27dbaff94301,101,1
669,b2e5fc49-d460-42b9-893c-27dbaff94301,102,7
670,b2e5fc49-d460-42b9-893c-27dbaff94301,76,16
671,b2e5fc49-d460-42b9-893c-27dbaff94301,82,15
672,b2e5fc49-d460-42b9-893c-27dbaff94301,84,26
673,b2e5fc49-d460-42b9-893c-27dbaff94302,76,30
674,b2e5fc49-d460-42b9-893c-27dbaff94302,84,60
675,b2e5fc49-d460-42b9-893c-27dbaff94302,96,28
676,b2e5fc49-d460-42b9-893c-27dbaff94303,39,5
677,b2e5fc49-d460-42b9-893c-27dbaff94303,76,45
678,b2e5fc49-d460-42b9-893c-27dbaff94303,84,39
679,b2e5fc49-d460-42b9-893c-27dbaff94304,101,1
680,b2e5fc49-d460-42b9-893c-27dbaff94304,13,5
681,b2e5fc49-d460-42b9-893c-27dbaff94304,21,7
682,b2e5fc49-d460-42b9-893c-27dbaff94304,317.03,2
683,b2e5fc49-d460-42b9-893c-27dbaff94304,39,12
684,b2e5fc49-d460-42b9-893c-27dbaff94304,76,1
685,b2e5fc49-d460-42b9-893c-27dbaff94304,82,18
686,b2e5fc49-d460-42b9-893c-27dbaff94304,84,45
687,b2e5fc49-d460-42b9-893c-27dbaff94305,82,15
688,b2e5fc49-d460-42b9-893c-27dbaff94305,84,20
689,b2e5fc49-d460-42b9-893c-27dbaff94306,76,22
690,b2e5fc49-d460-42b9-893c-27dbaff94306,82,2
691,b2e5fc49-d460-42b9-893c-27dbaff94306,84,24
692,b2e5fc49-d460-42b9-893c-27dbaff94306,96,14
693,b2e5fc49-d460-42b9-893c-27dbaff94307,76,30
694,b2e5fc49-d460-42b9-893c-27dbaff94307,82,60
695,b2e5fc49-d460-42b9-893c-27dbaff94307,84,2
696,b2e5fc49-d460-42b9-893c-27dbaff94307,94,15
697,b2e5fc49-d460-42b9-893c-27dbaff94307,96,27
698,b2e5fc49-d460-42b9-893c-27dbaff94308,76,30
699,b2e5fc49-d460-42b9-893c-27dbaff94308,94,14
700,b2e5fc49-d460-42b9-893c-27dbaff94308,96,28
701,b2e5fc49-d460-42b9-893c-27dbaff94309,101,1
702,b2e5fc49-d460-42b9-893c-27dbaff94309,21,11
703,b2e5fc49-d460-42b9-893c-27dbaff94309,39,9
704,b2e5fc49-d460-42b9-893c-27dbaff94309,76,46
705,b2e5fc49-d460-42b9-893c-27dbaff94309,84,34
706,b2e5fc49-d460-42b9-893c-27dbaff94309,94,14
707,b2e5fc49-d460-42b9-893c-27dbaff94309,96,28
708,b2e5fc49-d460-42b9-893c-27dbaff9430a,21,22
709,b2e5fc49-d460-42b9-893c-27dbaff9430a,39,20
710,b2e5fc49-d460-42b9-893c-27dbaff9430a,76,30
711,b2e5fc49-d460-42b9-893c-27dbaff9430a,84,32
712,b2e5fc49-d460-42b9-893c-27dbaff9430b,39,14
713,b2e5fc49-d460-42b9-893c-27dbaff9430b,76,45
714,b2e5fc49-d460-42b9-893c-27dbaff9430b,82,15
715,b2e5fc49-d460-42b9-893c-27dbaff9430b,84,33
716,b2e5fc49-d460-42b9-893c-27dbaff9430b,94,14
717,b2e5fc49-d460-42b9-893c-27dbaff9430c,102,13
718,b2e5fc49-d460-42b9-893c-27dbaff9430c,39,11
719,b2e5fc49-d460-42b9-893c-27dbaff9430c,84,26
720,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,113,21
721,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,55.01,3
722,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,55.02,15
723,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,7,675
724,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,84,1
725,b8fed863-9f1c-447c-8f82-df0c2e067dea,119,45
726,b8fed863-9f1c-447c-8f82-df0c2e067dea,92,3
727,b8fed863-9f1c-447c-8f82-df0c2e067dea,94,4
728,ba679be4-7e1d-42b7-80f7-c97a162dab5b,39,14
729,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,102,62
730,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,13,5
731,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,74,3
732,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,94,110
733,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,96,14
734,bb407f30-f5f8-466e-aff9-25556b57fe66,104,23
735,bb407f30-f5f8-466e-aff9-25556b57fe66,57,2
736,bb407f30-f5f8-466e-aff9-25556b57fe66,92,9
737,bb865c82-49f0-4df9-b8f5-75a406405cbb,113,14
738,bb865c82-49f0-4df9-b8f5-75a406405cbb,94,38
739,bb865c82-49f0-4df9-b8f5-75a406405cbb,96,36
740,bd48e18c-fc04-4c27-8176-8e55e8045c97,100,34
741,bfd12541-ce23-4201-a9f1-e97a24acac95,100,35
742,bfd12541-ce23-4201-a9f1-e97a24acac95,7,222
743,bfd12541-ce23-4201-a9f1-e97a24acac95,99.03,16
744,c0017e14-1a0c-494e-bf84-dd478a47d0d5,84,3
745,c4abe711-56a5-fa70-a23f-616263646566,100,122
746,c4abe711-56a5-fa70-a23f-616263646566,113,365
747,c4abe711-56a5-fa70-a23f-616263646566,13,75
748,c4abe711-56a5-fa70-a23f-616263646566,157,39
749,c4abe711-56a5-fa70-a23f-616263646566,21,54
750,c4abe711-56a5-fa70-a23f-616263646566,33,40
751,c4abe711-56a5-fa70-a23f-616263646566,39,83
752,c4abe711-56a5-fa70-a23f-616263646566,56,9
753,c4abe711-56a5-fa70-a23f-616263646566,7,115
754,c4abe711-56a5-fa70-a23f-616263646566,94,2
755,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,52,21
756,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,56,1
757,c75bcf5a-3f10-ee6e-8d95-4b7600020381,245,27
758,c7804a54-10e5-4f29-9402-7465d89abeed,113,83
759,c7804a54-10e5-4f29-9402-7465d89abeed,7,68
760,c7804a54-10e5-4f29-9402-7465d89abeed,92,16
761,c94749f5-0516-4b84-ab64-1d349ee9d79d,16,1
762,c9a877b7-30ba-5d47-aadf-31aa5078c24a,84,2
763,d451a8ca-6bf8-7847-ffad-d5370ba20806,13,29
764,d451a8ca-6bf8-7847-ffad-d5370ba20806,18,1262
765,d451a8ca-6bf8-7847-ffad-d5370ba20806,249,97
766,d77657c4-52a7-426f-b9d0-d71e10798c8a,10.01,511
767,d77657c4-52a7-426f-b9d0-d71e10798c8a,100,315
768,d77657c4-52a7-426f-b9d0-d71e10798c8a,102,691
769,d77657c4-52a7-426f-b9d0-d71e10798c8a,109,3831
770,d77657c4-52a7-426f-b9d0-d71e10798c8a,11,5
771,d77657c4-52a7-426f-b9d0-d71e10798c8a,111,451
772,d77657c4-52a7-426f-b9d0-d71e10798c8a,112.02,30
773,d77657c4-52a7-426f-b9d0-d71e10798c8a,112.03,1021
774,d77657c4-52a7-426f-b9d0-d71e10798c8a,113,1733
775,d77657c4-52a7-426f-b9d0-d71e10798c8a,114.02,408
776,d77657c4-52a7-426f-b9d0-d71e10798c8a,115,110
777,d77657c4-52a7-426f-b9d0-d71e10798c8a,119,306
778,d77657c4-52a7-426f-b9d0-d71e10798c8a,12,1130
779,d77657c4-52a7-426f-b9d0-d71e10798c8a,129.01,4
780,d77657c4-52a7-426f-b9d0-d71e10798c8a,129.02,4
781,d77657c4-52a7-426f-b9d0-d71e10798c8a,13,6
782,d77657c4-52a7-426f-b9d0-d71e10798c8a,135,55
783,d77657c4-52a7-426f-b9d0-d71e10798c8a,137,51
784,d77657c4-52a7-426f-b9d0-d71e10798c8a,14.01,2
785,d77657c4-52a7-426f-b9d0-d71e10798c8a,14.02,834
786,d77657c4-52a7-426f-b9d0-d71e10798c8a,15.02,52
787,d77657c4-52a7-426f-b9d0-d71e10798c8a,16,18
788,d77657c4-52a7-426f-b9d0-d71e10798c8a,18,8
789,d77657c4-52a7-426f-b9d0-d71e10798c8a,2.02,45
790,d77657c4-52a7-426f-b9d0-d71e10798c8a,21,451
791,d77657c4-52a7-426f-b9d0-d71e10798c8a,227,334
792,d77657c4-52a7-426f-b9d0-d71e10798c8a,245,1366
793,d77657c4-52a7-426f-b9d0-d71e10798c8a,267,268
794,d77657c4-52a7-426f-b9d0-d71e10798c8a,285.01,6
795,d77657c4-52a7-426f-b9d0-d71e10798c8a,30.01,99
796,d77657c4-52a7-426f-b9d0-d71e10798c8a,35,12
797,d77657c4-52a7-426f-b9d0-d71e10798c8a,36.01,2
798,d77657c4-52a7-426f-b9d0-d71e10798c8a,36.02,9
799,d77657c4-52a7-426f-b9d0-d71e10798c8a,37,11
800,d77657c4-52a7-426f-b9d0-d71e10798c8a,38,62
801,d77657c4-52a7-426f-b9d0-d71e10798c8a,389,210
802,d77657c4-52a7-426f-b9d0-d71e10798c8a,39,511
803,d77657c4-52a7-426f-b9d0-d71e10798c8a,40.01,2
804,d77657c4-52a7-426f-b9d0-d71e10798c8a,43,2759
805,d77657c4-52a7-426f-b9d0-d71e10798c8a,55.01,3
806,d77657c4-52a7-426f-b9d0-d71e10798c8a,55.02,13
807,d77657c4-52a7-426f-b9d0-d71e10798c8a,57,2
808,d77657c4-52a7-426f-b9d0-d71e10798c8a,6,3
809,d77657c4-52a7-426f-b9d0-d71e10798c8a,7,235
810,d77657c4-52a7-426f-b9d0-d71e10798c8a,75,172
811,d77657c4-52a7-426f-b9d0-d71e10798c8a,82,115
812,d77657c4-52a7-426f-b9d0-d71e10798c8a,83,1
813,d77657c4-52a7-426f-b9d0-d71e10798c8a,84,786
814,d77657c4-52a7-426f-b9d0-d71e10798c8a,89,6
815,d77657c4-52a7-426f-b9d0-d71e10798c8a,9,1046
816,d77657c4-52a7-426f-b9d0-d71e10798c8a,92,406
817,d77657c4-52a7-426f-b9d0-d71e10798c8a,94,10
818,d77657c4-52a7-426f-b9d0-d71e10798c8a,99.03,8
819,d8135e1e-e71c-4e14-97a6-3501a36954d7,102,7
820,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,113,34
821,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,84,129
822,d8db1b53-006f-453a-b832-0f8d6bc3b35f,113,396
823,d954b22d-0031-4b02-b91d-f86c1fbd8d22,109,71
824,d954b22d-0031-4b02-b91d-f86c1fbd8d22,21,943
825,d954b22d-0031-4b02-b91d-f86c1fbd8d22,31,1035
826,d954b22d-0031-4b02-b91d-f86c1fbd8d22,33,14337
827,d954b22d-0031-4b02-b91d-f86c1fbd8d22,39,889
828,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,39,1798
829,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,94,1
830,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,96,13
831,df5558f8-0c2e-46e6-9da9-4c82824ceda1,21,4
832,e0cb235d-7ee8-4e87-83c4-31730517fa09,177,9
833,e0cb235d-7ee8-4e87-83c4-31730517fa09,31,88
834,e0d2870b-849d-1df0-fe9a-ac5f0002038c,7,56
835,e150ec1c-0d67-4793-be2b-f6c0360bae61,94,14
836,e1717541-3116-b5a5-8f5c-458db726c2b7,259.02,4
837,e1f54e02-1e23-44e0-9c3d-512eb56adec9,92,12
838,e20a39f4-73f5-4bc4-1864-17d1ad07a962,111,138
839,e20a39f4-73f5-4bc4-1864-17d1ad07a962,112.02,16
840,e20a39f4-73f5-4bc4-1864-17d1ad07a962,18,41
841,e20a39f4-73f5-4bc4-1864-17d1ad07a962,94,1
842,e20a39f4-73f5-4bc4-1864-17d1ad07a962,96,7
843,e23af6ec-8e03-f0f1-3025-883100000384,7,261
844,e23af6ec-8e03-f0f1-3025-883100020384,7,205
845,e2c56db5-dffb-48d2-b060-d0f5a71096e0,100,161
846,e2c56db5-dffb-48d2-b060-d0f5a71096e0,103,5
847,e2c56db5-dffb-48d2-b060-d0f5a71096e0,109,452
848,e2c56db5-dffb-48d2-b060-d0f5a71096e0,11,65
849,e2c56db5-dffb-48d2-b060-d0f5a71096e0,111,178
850,e2c56db5-dffb-48d2-b060-d0f5a71096e0,112.03,223
851,e2c56db5-dffb-48d2-b060-d0f5a71096e0,113,199
852,e2c56db5-dffb-48d2-b060-d0f5a71096e0,115,45
853,e2c56db5-dffb-48d2-b060-d0f5a71096e0,137,475
854,e2c56db5-dffb-48d2-b060-d0f5a71096e0,153,250
855,e2c56db5-dffb-48d2-b060-d0f5a71096e0,18,142
856,e2c56db5-dffb-48d2-b060-d0f5a71096e0,21,2255
857,e2c56db5-dffb-48d2-b060-d0f5a71096e0,285.01,80
858,e2c56db5-dffb-48d2-b060-d0f5a71096e0,287,1
859,e2c56db5-dffb-48d2-b060-d0f5a71096e0,30.01,213
860,e2c56db5-dffb-48d2-b060-d0f5a71096e0,33,422
861,e2c56db5-dffb-48d2-b060-d0f5a71096e0,35,156
862,e2c56db5-dffb-48d2-b060-d0f5a71096e0,39,384
863,e2c56db5-dffb-48d2-b060-d0f5a71096e0,43,3
864,e2c56db5-dffb-48d2-b060-d0f5a71096e0,49,21
865,e2c56db5-dffb-48d2-b060-d0f5a71096e0,507,36
866,e2c56db5-dffb-48d2-b060-d0f5a71096e0,54,6
867,e2c56db5-dffb-48d2-b060-d0f5a71096e0,61,11
868,e2c56db5-dffb-48d2-b060-d0f5a71096e0,81,11
869,e2c56db5-dffb-48d2-b060-d0f5a71096e0,84,1400
870,e2c56db5-dffb-48d2-b060-d0f5a71096e0,87,5
871,e2c56db5-dffb-48d2-b060-d0f5a71096e0,9,3
872,e2c56db5-dffb-48d2-b060-d0f5a71096e0,94,49
873,e2c56db5-dffb-48d2-b060-d0f5a71096e0,99.03,11
874,e2e1adec-2e34-4320-82ff-b162204cef07,18,112
875,e2e1adec-2e34-4320-82ff-b162204cef07,245,7
876,e2e1adec-2e34-4320-82ff-b162204cef07,249,45
877,e502ebe8-3b55-4bfe-9c97-657e061c3114,61,8
878,e5a392d8-5351-4fb4-8bde-277773263d48,113,121
879,e5a392d8-5351-4fb4-8bde-277773263d48,259.02,2
880,e5a392d8-5351-4fb4-8bde-277773263d48,43,62
881,e5fae995-38cb-4d78-ac3f-bd349871d6d4,102,232
882,e5fae995-38cb-4d78-ac3f-bd349871d6d4,39,128
883,e5fae995-38cb-4d78-ac3f-bd349871d6d4,94,67
884,e60fdc20-9e42-11e9-b475-0800200c9a66,49,1
885,e60fdc20-9e42-11e9-b475-0800200c9a66,55.01,3
886,e688762b-df54-86c3-df1a-6801b80c1257,100,42
887,e8996658-ba30-9e10-ced8-daaeb21e1afd,9,2
888,ec00025c-5101-142e-3505-1ea495693654,100,52
889,ef090000-11d6-42ba-93b8-9dd7ec090aa9,67,58
890,f000f0c0-0451-4000-b000-000000000000,13,27
891,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,57,2
892,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,92,44
893,f1eabf09-e313-4fcd-80df-67c779763888,21,129
894,f2356731-fbd4-4a10-8aa2-c89adf48a98d,245,1
895,f2356731-fbd4-4a10-8aa2-c89adf48a98d,249,290
896,f2356731-fbd4-4a10-8aa2-c89adf48a98d,7,21
897,f34ebac4-7cd7-4027-878e-55f4e71d0309,102,38
898,f34ebac4-7cd7-4027-878e-55f4e71d0309,15.02,47
899,f34ebac4-7cd7-4027-878e-55f4e71d0309,39,15
900,f34ebac4-7cd7-4027-878e-55f4e71d0309,92,19
901,f34ebac4-7cd7-4027-878e-55f4e71d0309,94,5
902,f34ebac4-7cd7-4027-878e-55f4e71d0309,96,3
903,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,177,9
904,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,259.02,42
905,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,39,14
906,f7826da6-4fa2-4e98-8024-bc5b71e0893e,113,31
907,f7826da6-4fa2-4e98-8024-bc5b71e0893e,21,7
908,f7826da6-4fa2-4e98-8024-bc5b71e0893e,84,124
909,f7826da6-4fa2-4e98-8024-bc5b71e0893e,94,35
910,f7b5c2e9-949d-49f3-bb3b-08762506cec1,102,13
911,f7b5c2e9-949d-49f3-bb3b-08762506cec1,39,131
912,f7b5c2e9-949d-49f3-bb3b-08762506cec1,92,1368
913,f7f489e9-c07e-41b0-beab-a24ce4d49faa,21,203
914,f87681b0-a7c6-11e9-b475-0800200c9a66,94,4
915,f9d79150-efc7-45ab-8738-f7054902ee2b,96,17
916,faaf3ed6-6d65-a7a2-5f13-3024d059405d,50,33
917,faaf3ed6-6d65-a7a2-5f13-3024d059405d,52,48
918,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,109,1642
919,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,113,5209
920,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,115,201
921,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,119,1486
922,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,15.02,426
923,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,21,1082
924,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,7,538
925,fc9781c4-022b-4e04-9c65-cba35b2ccc49,100,110
926,fc9781c4-022b-4e04-9c65-cba35b2ccc49,92,20
927,fda50693-a4e2-4fb1-3344-df97a470ee50,84,4
928,fda50693-a4e2-4fb1-3344-ff767760cac6,129.01,4
929,fda50693-a4e2-4fb1-3344-ff767760cac6,129.02,4
930,fda50693-a4e2-4fb1-3344-ff767760cac6,35,12
931,fda50693-a4e2-4fb1-afcf-c6eb07647825,113,206
932,fda50693-a4e2-4fb1-afcf-c6eb07647825,115,46
933,fda50693-a4e2-4fb1-afcf-c6eb07647825,137,20
934,fda50693-a4e2-4fb1-afcf-c6eb07647825,21,139
935,fda50693-a4e2-4fb1-afcf-c6eb07647825,84,3
936,fdb3b09b-12e2-4442-be37-35a00a1d9a06,100,13
937,fdb3b09b-12e2-4442-be37-35a00a1d9a06,102,12
938,fdb3b09b-12e2-4442-be37-35a00a1d9a06,112.03,26
939,fdb3b09b-12e2-4442-be37-35a00a1d9a06,39,37
940,fe913213-b311-4a42-8c16-47faeac938db,112.02,116
941,fe913213-b311-4a42-8c16-47faeac938db,113,407
942,fe913213-b311-4a42-8c16-47faeac938db,13,125
943,fe913213-b311-4a42-8c16-47faeac938db,165,20
944,fe913213-b311-4a42-8c16-47faeac938db,7,108
945,fe913213-b311-4a42-8c16-47faeac938db,84,341
946,fe913213-b311-4a42-8c16-47faeac938db,96,7
