,uuid,census_id,count
611,8a21c76b-74e3-4341-92be-33fcfdefdd63,147,492
612,8a21c76b-74e3-4341-92be-33fcfdefdd63,149,294
613,8a21c76b-74e3-4341-92be-33fcfdefdd63,150,78
614,8a21c76b-74e3-4341-92be-33fcfdefdd63,154,99
615,8a21c76b-74e3-4341-92be-33fcfdefdd63,748,885
616,8a21c76b-74e3-4341-92be-33fcfdefdd63,749,818
617,8a21c76b-74e3-4341-92be-33fcfdefdd63,752,42
618,8a21c76b-74e3-4341-92be-33fcfdefdd63,758,35
619,8a21c76b-74e3-4341-92be-33fcfdefdd63,767,140
620,8a21c76b-74e3-4341-92be-33fcfdefdd63,769,202
621,8a21c76b-74e3-4341-92be-33fcfdefdd63,773,1813
622,8a21c76b-74e3-4341-92be-33fcfdefdd63,775,79
623,8a21c76b-74e3-4341-92be-33fcfdefdd63,797,477
624,8a21c76b-74e3-4341-92be-33fcfdefdd63,805,99
625,8a21c76b-74e3-4341-92be-33fcfdefdd63,846,10
626,8a21c76b-74e3-4341-92be-33fcfdefdd63,847,6
627,8a21c76b-74e3-4341-92be-33fcfdefdd63,855,65
628,8a21c76b-74e3-4341-92be-33fcfdefdd63,871,30
629,8a21c76b-74e3-4341-92be-33fcfdefdd63,874,16
630,8a21c76b-74e3-4341-92be-33fcfdefdd63,881,10
631,8a21c76b-74e3-4341-92be-33fcfdefdd63,938,34
632,8a21c76b-74e3-4341-92be-33fcfdefdd63,954,183
633,8a21c76b-74e3-4341-92be-33fcfdefdd63,958,13
634,8a21c76b-74e3-4341-92be-33fcfdefdd63,969,12
635,8a21c76b-74e3-4341-92be-33fcfdefdd63,977,65
636,8a21c76b-74e3-4341-92be-33fcfdefdd63,979,32
637,8b03238e-cebc-465d-8fb8-90e41e0f51ba,773,66
638,8b03238e-cebc-465d-8fb8-90e41e0f51ba,855,40
639,8b03238e-cebc-465d-8fb8-90e41e0f51ba,938,968
640,8b03238e-cebc-465d-8fb8-90e41e0f51ba,954,33
641,8d213129-d56d-9e4b-77f2-2b30ebb5e7f3,79,2
642,944ff534-ac2c-8b18-b1dc-bcf18b95f337,61,39
643,961ee482-93b2-3d07-50fa-0334460917c2,120,2
644,961ee482-93b2-3d07-50fa-0334460917c2,146,113
645,98fc7ce5-64e6-4245-b1f4-5f2f9503e670,120,32
646,991f6f79-546b-d8fa-9850-2c2388c6d2ce,23,475
647,99e8d0b6-f1b1-41b8-a035-104cf2d11497,748,191
648,9b0c5617-4211-4c60-937d-38501df4fa4f,120,15
649,9b0c5617-4211-4c60-937d-38501df4fa4f,853,17
650,9b0c5617-4211-4c60-937d-38501df4fa4f,855,8
651,9d410000-35d6-f4dd-ba60-e7bd8dc491c0,954,18
652,9d6f9674-c3b4-aae9-35e2-ec3cfe06be5f,122,4
653,9eb353a0-69b6-4947-b710-bae643c8bca5,61,540
654,9eb353a0-69b6-4947-b710-bae643c8bca5,109,25
655,9eb353a0-69b6-4947-b710-bae643c8bca5,122,71
656,9eb353a0-69b6-4947-b710-bae643c8bca5,141,482
657,9eb353a0-69b6-4947-b710-bae643c8bca5,143,341
658,9eb353a0-69b6-4947-b710-bae643c8bca5,147,4
659,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,34,3
660,a05fd6bc-e856-e9e9-7e58-c9eb207d5213,55,188
661,a14a04b7-5f86-7310-99d5-9e3b2564c8b4,147,8
662,a14a04b7-5f86-7310-99d5-9e3b2564c8b4,154,65
663,a58bf14e-db0e-407e-ad7b-1d0a84528254,61,53
664,a58bf14e-db0e-407e-ad7b-1d0a84528254,131,731
665,a64ee4c7-e8c8-4656-58a5-47aacb11f9fa,131,74
666,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,23,3
667,a8d278e4-35b5-44ef-9cac-0f3fc511fe3e,995,3
668,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,147,25
669,a8ef77c2-05f4-4aed-c23e-fe1f24809c00,154,32
670,aa0c1a63-153f-4256-bc10-398508e2b590,19,23
671,aa0c1a63-153f-4256-bc10-398508e2b590,109,122
672,aa0c1a63-153f-4256-bc10-398508e2b590,147,1007
673,aa0c1a63-153f-4256-bc10-398508e2b590,767,12
674,aa0c1a63-153f-4256-bc10-398508e2b590,775,254
675,aa0c1a63-153f-4256-bc10-398508e2b590,797,786
676,aa0c1a63-153f-4256-bc10-398508e2b590,800,390
677,aa0c1a63-153f-4256-bc10-398508e2b590,846,4
678,aa0c1a63-153f-4256-bc10-398508e2b590,847,4
679,aa0c1a63-153f-4256-bc10-398508e2b590,871,19
680,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,969,1
681,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,995,14
682,aaaaaaa0-bbb0-ccc0-ddd0-97c440000001,1092,40
683,ab287db0-112f-e62e-8e75-3e90bce4c55d,109,1
684,ab4c8ae3-86c7-4602-afb7-e82f678ef65a,61,203
685,b0e9abf6-8c64-423a-b8d5-6669de4f4bdb,55,39
686,b19c90c3-c82c-ba3f-fa50-fdd2b787e5bb,74,22
687,b2e5fc49-d460-42b9-893c-27dbaff94300,107,30
688,b2e5fc49-d460-42b9-893c-27dbaff94300,109,15
689,b2e5fc49-d460-42b9-893c-27dbaff94301,101,16
690,b2e5fc49-d460-42b9-893c-27dbaff94301,107,15
691,b2e5fc49-d460-42b9-893c-27dbaff94301,109,26
692,b2e5fc49-d460-42b9-893c-27dbaff94301,132,1
693,b2e5fc49-d460-42b9-893c-27dbaff94301,133,7
694,b2e5fc49-d460-42b9-893c-27dbaff94302,101,30
695,b2e5fc49-d460-42b9-893c-27dbaff94302,109,60
696,b2e5fc49-d460-42b9-893c-27dbaff94302,124,28
697,b2e5fc49-d460-42b9-893c-27dbaff94303,61,5
698,b2e5fc49-d460-42b9-893c-27dbaff94303,101,45
699,b2e5fc49-d460-42b9-893c-27dbaff94303,109,39
700,b2e5fc49-d460-42b9-893c-27dbaff94304,23,5
701,b2e5fc49-d460-42b9-893c-27dbaff94304,34,7
702,b2e5fc49-d460-42b9-893c-27dbaff94304,61,12
703,b2e5fc49-d460-42b9-893c-27dbaff94304,101,1
704,b2e5fc49-d460-42b9-893c-27dbaff94304,107,18
705,b2e5fc49-d460-42b9-893c-27dbaff94304,109,45
706,b2e5fc49-d460-42b9-893c-27dbaff94304,132,1
707,b2e5fc49-d460-42b9-893c-27dbaff94304,345,2
708,b2e5fc49-d460-42b9-893c-27dbaff94305,107,15
709,b2e5fc49-d460-42b9-893c-27dbaff94305,109,20
710,b2e5fc49-d460-42b9-893c-27dbaff94306,101,22
711,b2e5fc49-d460-42b9-893c-27dbaff94306,107,2
712,b2e5fc49-d460-42b9-893c-27dbaff94306,109,24
713,b2e5fc49-d460-42b9-893c-27dbaff94306,124,14
714,b2e5fc49-d460-42b9-893c-27dbaff94307,101,30
715,b2e5fc49-d460-42b9-893c-27dbaff94307,107,60
716,b2e5fc49-d460-42b9-893c-27dbaff94307,109,2
717,b2e5fc49-d460-42b9-893c-27dbaff94307,122,15
718,b2e5fc49-d460-42b9-893c-27dbaff94307,124,27
719,b2e5fc49-d460-42b9-893c-27dbaff94308,101,30
720,b2e5fc49-d460-42b9-893c-27dbaff94308,122,14
721,b2e5fc49-d460-42b9-893c-27dbaff94308,124,28
722,b2e5fc49-d460-42b9-893c-27dbaff94309,34,11
723,b2e5fc49-d460-42b9-893c-27dbaff94309,61,9
724,b2e5fc49-d460-42b9-893c-27dbaff94309,101,46
725,b2e5fc49-d460-42b9-893c-27dbaff94309,109,34
726,b2e5fc49-d460-42b9-893c-27dbaff94309,122,14
727,b2e5fc49-d460-42b9-893c-27dbaff94309,124,28
728,b2e5fc49-d460-42b9-893c-27dbaff94309,132,1
729,b2e5fc49-d460-42b9-893c-27dbaff9430a,34,22
730,b2e5fc49-d460-42b9-893c-27dbaff9430a,61,20
731,b2e5fc49-d460-42b9-893c-27dbaff9430a,101,30
732,b2e5fc49-d460-42b9-893c-27dbaff9430a,109,32
733,b2e5fc49-d460-42b9-893c-27dbaff9430b,61,14
734,b2e5fc49-d460-42b9-893c-27dbaff9430b,101,45
735,b2e5fc49-d460-42b9-893c-27dbaff9430b,107,15
736,b2e5fc49-d460-42b9-893c-27dbaff9430b,109,33
737,b2e5fc49-d460-42b9-893c-27dbaff9430b,122,14
738,b2e5fc49-d460-42b9-893c-27dbaff9430c,61,11
739,b2e5fc49-d460-42b9-893c-27dbaff9430c,109,26
740,b2e5fc49-d460-42b9-893c-27dbaff9430c,133,13
741,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,13,675
742,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,76,3
743,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,77,15
744,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,109,1
745,b8ba3d72-9fd6-4ca1-89f6-d0da18de8375,147,21
746,b8fed863-9f1c-447c-8f82-df0c2e067dea,120,3
747,b8fed863-9f1c-447c-8f82-df0c2e067dea,122,4
748,b8fed863-9f1c-447c-8f82-df0c2e067dea,154,45
749,ba679be4-7e1d-42b7-80f7-c97a162dab5b,61,14
750,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,23,5
751,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,99,3
752,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,122,110
753,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,124,14
754,ba7c72e9-17c1-4ecc-b3c0-0c960b14319e,133,62
755,bb407f30-f5f8-466e-aff9-25556b57fe66,79,2
756,bb407f30-f5f8-466e-aff9-25556b57fe66,120,9
757,bb407f30-f5f8-466e-aff9-25556b57fe66,135,23
758,bb865c82-49f0-4df9-b8f5-75a406405cbb,122,38
759,bb865c82-49f0-4df9-b8f5-75a406405cbb,124,36
760,bb865c82-49f0-4df9-b8f5-75a406405cbb,147,14
761,bd48e18c-fc04-4c27-8176-8e55e8045c97,131,34
762,bfd12541-ce23-4201-a9f1-e97a24acac95,13,222
763,bfd12541-ce23-4201-a9f1-e97a24acac95,130,16
764,bfd12541-ce23-4201-a9f1-e97a24acac95,131,35
765,c0017e14-1a0c-494e-bf84-dd478a47d0d5,109,3
766,c4abe711-56a5-fa70-a23f-616263646566,13,115
767,c4abe711-56a5-fa70-a23f-616263646566,23,75
768,c4abe711-56a5-fa70-a23f-616263646566,34,54
769,c4abe711-56a5-fa70-a23f-616263646566,55,40
770,c4abe711-56a5-fa70-a23f-616263646566,61,83
771,c4abe711-56a5-fa70-a23f-616263646566,78,9
772,c4abe711-56a5-fa70-a23f-616263646566,122,2
773,c4abe711-56a5-fa70-a23f-616263646566,131,122
774,c4abe711-56a5-fa70-a23f-616263646566,147,365
775,c4abe711-56a5-fa70-a23f-616263646566,874,39
776,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,74,21
777,c4b8ccde-cd5f-40ed-b5b2-f68851ff8ab2,78,1
778,c75bcf5a-3f10-ee6e-8d95-4b7600020381,954,27
779,c7804a54-10e5-4f29-9402-7465d89abeed,13,68
780,c7804a54-10e5-4f29-9402-7465d89abeed,120,16
781,c7804a54-10e5-4f29-9402-7465d89abeed,147,83
782,c94749f5-0516-4b84-ab64-1d349ee9d79d,31,1
783,c9a877b7-30ba-5d47-aadf-31aa5078c24a,109,2
784,d451a8ca-6bf8-7847-ffad-d5370ba20806,23,29
785,d451a8ca-6bf8-7847-ffad-d5370ba20806,32,1262
786,d451a8ca-6bf8-7847-ffad-d5370ba20806,958,97
787,d77657c4-52a7-426f-b9d0-d71e10798c8a,3,45
788,d77657c4-52a7-426f-b9d0-d71e10798c8a,12,3
789,d77657c4-52a7-426f-b9d0-d71e10798c8a,13,235
790,d77657c4-52a7-426f-b9d0-d71e10798c8a,20,511
791,d77657c4-52a7-426f-b9d0-d71e10798c8a,22,1130
792,d77657c4-52a7-426f-b9d0-d71e10798c8a,24,2
793,d77657c4-52a7-426f-b9d0-d71e10798c8a,25,834
794,d77657c4-52a7-426f-b9d0-d71e10798c8a,29,43
795,d77657c4-52a7-426f-b9d0-d71e10798c8a,31,18
796,d77657c4-52a7-426f-b9d0-d71e10798c8a,32,8
797,d77657c4-52a7-426f-b9d0-d71e10798c8a,34,451
798,d77657c4-52a7-426f-b9d0-d71e10798c8a,51,99
799,d77657c4-52a7-426f-b9d0-d71e10798c8a,57,2
800,d77657c4-52a7-426f-b9d0-d71e10798c8a,58,9
801,d77657c4-52a7-426f-b9d0-d71e10798c8a,60,62
802,d77657c4-52a7-426f-b9d0-d71e10798c8a,61,511
803,d77657c4-52a7-426f-b9d0-d71e10798c8a,62,2
804,d77657c4-52a7-426f-b9d0-d71e10798c8a,66,9
805,d77657c4-52a7-426f-b9d0-d71e10798c8a,76,3
806,d77657c4-52a7-426f-b9d0-d71e10798c8a,77,13
807,d77657c4-52a7-426f-b9d0-d71e10798c8a,79,2
808,d77657c4-52a7-426f-b9d0-d71e10798c8a,107,115
809,d77657c4-52a7-426f-b9d0-d71e10798c8a,108,1
810,d77657c4-52a7-426f-b9d0-d71e10798c8a,109,786
811,d77657c4-52a7-426f-b9d0-d71e10798c8a,117,6
812,d77657c4-52a7-426f-b9d0-d71e10798c8a,120,406
813,d77657c4-52a7-426f-b9d0-d71e10798c8a,122,10
814,d77657c4-52a7-426f-b9d0-d71e10798c8a,130,8
815,d77657c4-52a7-426f-b9d0-d71e10798c8a,131,315
816,d77657c4-52a7-426f-b9d0-d71e10798c8a,133,691
817,d77657c4-52a7-426f-b9d0-d71e10798c8a,141,3831
818,d77657c4-52a7-426f-b9d0-d71e10798c8a,143,451
819,d77657c4-52a7-426f-b9d0-d71e10798c8a,145,30
820,d77657c4-52a7-426f-b9d0-d71e10798c8a,146,1021
821,d77657c4-52a7-426f-b9d0-d71e10798c8a,147,1733
822,d77657c4-52a7-426f-b9d0-d71e10798c8a,149,408
823,d77657c4-52a7-426f-b9d0-d71e10798c8a,150,110
824,d77657c4-52a7-426f-b9d0-d71e10798c8a,154,306
825,d77657c4-52a7-426f-b9d0-d71e10798c8a,748,1046
826,d77657c4-52a7-426f-b9d0-d71e10798c8a,749,5
827,d77657c4-52a7-426f-b9d0-d71e10798c8a,750,6
828,d77657c4-52a7-426f-b9d0-d71e10798c8a,752,9
829,d77657c4-52a7-426f-b9d0-d71e10798c8a,767,12
830,d77657c4-52a7-426f-b9d0-d71e10798c8a,769,11
831,d77657c4-52a7-426f-b9d0-d71e10798c8a,773,2750
832,d77657c4-52a7-426f-b9d0-d71e10798c8a,805,172
833,d77657c4-52a7-426f-b9d0-d71e10798c8a,846,4
834,d77657c4-52a7-426f-b9d0-d71e10798c8a,847,4
835,d77657c4-52a7-426f-b9d0-d71e10798c8a,853,55
836,d77657c4-52a7-426f-b9d0-d71e10798c8a,855,51
837,d77657c4-52a7-426f-b9d0-d71e10798c8a,938,334
838,d77657c4-52a7-426f-b9d0-d71e10798c8a,954,1366
839,d77657c4-52a7-426f-b9d0-d71e10798c8a,977,268
840,d77657c4-52a7-426f-b9d0-d71e10798c8a,995,6
841,d77657c4-52a7-426f-b9d0-d71e10798c8a,1092,210
842,d8135e1e-e71c-4e14-97a6-3501a36954d7,133,7
843,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,109,129
844,d8cec22e-e0c2-11e5-8d0f-02e208b2d34f,147,34
845,d8db1b53-006f-453a-b832-0f8d6bc3b35f,147,396
846,d954b22d-0031-4b02-b91d-f86c1fbd8d22,34,943
847,d954b22d-0031-4b02-b91d-f86c1fbd8d22,53,1035
848,d954b22d-0031-4b02-b91d-f86c1fbd8d22,55,14337
849,d954b22d-0031-4b02-b91d-f86c1fbd8d22,61,889
850,d954b22d-0031-4b02-b91d-f86c1fbd8d22,141,71
851,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,61,1798
852,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,122,1
853,dc4f4e8e-d7b0-4e72-b609-97f2796149f9,124,13
854,df5558f8-0c2e-46e6-9da9-4c82824ceda1,34,4
855,e0cb235d-7ee8-4e87-83c4-31730517fa09,53,88
856,e0cb235d-7ee8-4e87-83c4-31730517fa09,892,9
857,e0d2870b-849d-1df0-fe9a-ac5f0002038c,13,56
858,e150ec1c-0d67-4793-be2b-f6c0360bae61,122,14
859,e1717541-3116-b5a5-8f5c-458db726c2b7,969,4
860,e1f54e02-1e23-44e0-9c3d-512eb56adec9,120,12
861,e20a39f4-73f5-4bc4-1864-17d1ad07a962,32,41
862,e20a39f4-73f5-4bc4-1864-17d1ad07a962,122,1
863,e20a39f4-73f5-4bc4-1864-17d1ad07a962,124,7
864,e20a39f4-73f5-4bc4-1864-17d1ad07a962,143,138
865,e20a39f4-73f5-4bc4-1864-17d1ad07a962,145,16
866,e23af6ec-8e03-f0f1-3025-883100000384,13,261
867,e23af6ec-8e03-f0f1-3025-883100020384,13,205
868,e2c56db5-dffb-48d2-b060-d0f5a71096e0,19,3
869,e2c56db5-dffb-48d2-b060-d0f5a71096e0,32,142
870,e2c56db5-dffb-48d2-b060-d0f5a71096e0,34,2246
871,e2c56db5-dffb-48d2-b060-d0f5a71096e0,51,213
872,e2c56db5-dffb-48d2-b060-d0f5a71096e0,55,422
873,e2c56db5-dffb-48d2-b060-d0f5a71096e0,61,384
874,e2c56db5-dffb-48d2-b060-d0f5a71096e0,66,3
875,e2c56db5-dffb-48d2-b060-d0f5a71096e0,72,21
876,e2c56db5-dffb-48d2-b060-d0f5a71096e0,75,6
877,e2c56db5-dffb-48d2-b060-d0f5a71096e0,83,11
878,e2c56db5-dffb-48d2-b060-d0f5a71096e0,106,11
879,e2c56db5-dffb-48d2-b060-d0f5a71096e0,109,1400
880,e2c56db5-dffb-48d2-b060-d0f5a71096e0,115,5
881,e2c56db5-dffb-48d2-b060-d0f5a71096e0,122,49
882,e2c56db5-dffb-48d2-b060-d0f5a71096e0,130,11
883,e2c56db5-dffb-48d2-b060-d0f5a71096e0,131,161
884,e2c56db5-dffb-48d2-b060-d0f5a71096e0,134,5
885,e2c56db5-dffb-48d2-b060-d0f5a71096e0,141,452
886,e2c56db5-dffb-48d2-b060-d0f5a71096e0,143,178
887,e2c56db5-dffb-48d2-b060-d0f5a71096e0,146,223
888,e2c56db5-dffb-48d2-b060-d0f5a71096e0,147,199
889,e2c56db5-dffb-48d2-b060-d0f5a71096e0,150,45
890,e2c56db5-dffb-48d2-b060-d0f5a71096e0,749,65
891,e2c56db5-dffb-48d2-b060-d0f5a71096e0,758,9
892,e2c56db5-dffb-48d2-b060-d0f5a71096e0,767,156
893,e2c56db5-dffb-48d2-b060-d0f5a71096e0,855,475
894,e2c56db5-dffb-48d2-b060-d0f5a71096e0,871,250
895,e2c56db5-dffb-48d2-b060-d0f5a71096e0,995,80
896,e2c56db5-dffb-48d2-b060-d0f5a71096e0,998,1
897,e2c56db5-dffb-48d2-b060-d0f5a71096e0,1200,36
898,e2e1adec-2e34-4320-82ff-b162204cef07,32,112
899,e2e1adec-2e34-4320-82ff-b162204cef07,954,7
900,e2e1adec-2e34-4320-82ff-b162204cef07,958,45
901,e502ebe8-3b55-4bfe-9c97-657e061c3114,83,8
902,e5a392d8-5351-4fb4-8bde-277773263d48,147,121
903,e5a392d8-5351-4fb4-8bde-277773263d48,773,62
904,e5a392d8-5351-4fb4-8bde-277773263d48,969,2
905,e5fae995-38cb-4d78-ac3f-bd349871d6d4,61,128
906,e5fae995-38cb-4d78-ac3f-bd349871d6d4,122,67
907,e5fae995-38cb-4d78-ac3f-bd349871d6d4,133,232
908,e60fdc20-9e42-11e9-b475-0800200c9a66,72,1
909,e60fdc20-9e42-11e9-b475-0800200c9a66,76,3
910,e688762b-df54-86c3-df1a-6801b80c1257,131,42
911,e8996658-ba30-9e10-ced8-daaeb21e1afd,19,2
912,ec00025c-5101-142e-3505-1ea495693654,131,52
913,ef090000-11d6-42ba-93b8-9dd7ec090aa9,797,58
914,f000f0c0-0451-4000-b000-000000000000,23,27
915,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,79,2
916,f02d7ba4-60a8-4ccc-9321-ac26078b9d26,120,44
917,f1eabf09-e313-4fcd-80df-67c779763888,758,129
918,f2356731-fbd4-4a10-8aa2-c89adf48a98d,13,21
919,f2356731-fbd4-4a10-8aa2-c89adf48a98d,954,1
920,f2356731-fbd4-4a10-8aa2-c89adf48a98d,958,290
921,f34ebac4-7cd7-4027-878e-55f4e71d0309,29,47
922,f34ebac4-7cd7-4027-878e-55f4e71d0309,61,15
923,f34ebac4-7cd7-4027-878e-55f4e71d0309,120,19
924,f34ebac4-7cd7-4027-878e-55f4e71d0309,122,5
925,f34ebac4-7cd7-4027-878e-55f4e71d0309,124,3
926,f34ebac4-7cd7-4027-878e-55f4e71d0309,133,38
927,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,61,14
928,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,892,9
929,f59d67bd-3252-4d62-8ae6-c8af3a815b8f,969,42
930,f7826da6-4fa2-4e98-8024-bc5b71e0893e,34,7
931,f7826da6-4fa2-4e98-8024-bc5b71e0893e,109,124
932,f7826da6-4fa2-4e98-8024-bc5b71e0893e,122,35
933,f7826da6-4fa2-4e98-8024-bc5b71e0893e,147,31
934,f7b5c2e9-949d-49f3-bb3b-08762506cec1,61,131
935,f7b5c2e9-949d-49f3-bb3b-08762506cec1,120,1368
936,f7b5c2e9-949d-49f3-bb3b-08762506cec1,133,13
937,f7f489e9-c07e-41b0-beab-a24ce4d49faa,758,203
938,f87681b0-a7c6-11e9-b475-0800200c9a66,122,4
939,f9d79150-efc7-45ab-8738-f7054902ee2b,124,17
940,faaf3ed6-6d65-a7a2-5f13-3024d059405d,73,33
941,faaf3ed6-6d65-a7a2-5f13-3024d059405d,74,48
942,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,13,538
943,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,29,426
944,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,34,1082
945,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,141,1642
946,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,147,5209
947,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,150,201
948,fbdde4c1-57ed-b42f-7b9f-dd517b53f2f2,154,1486
949,fc9781c4-022b-4e04-9c65-cba35b2ccc49,120,20
950,fc9781c4-022b-4e04-9c65-cba35b2ccc49,131,110
951,fda50693-a4e2-4fb1-3344-df97a470ee50,109,4
952,fda50693-a4e2-4fb1-3344-ff767760cac6,767,12
953,fda50693-a4e2-4fb1-3344-ff767760cac6,846,4
954,fda50693-a4e2-4fb1-3344-ff767760cac6,847,4
955,fda50693-a4e2-4fb1-afcf-c6eb07647825,34,139
956,fda50693-a4e2-4fb1-afcf-c6eb07647825,109,3
957,fda50693-a4e2-4fb1-afcf-c6eb07647825,147,206
958,fda50693-a4e2-4fb1-afcf-c6eb07647825,150,46
959,fda50693-a4e2-4fb1-afcf-c6eb07647825,855,20
960,fdb3b09b-12e2-4442-be37-35a00a1d9a06,61,37
961,fdb3b09b-12e2-4442-be37-35a00a1d9a06,131,13
962,fdb3b09b-12e2-4442-be37-35a00a1d9a06,133,12
963,fdb3b09b-12e2-4442-be37-35a00a1d9a06,146,26
964,fe913213-b311-4a42-8c16-47faeac938db,13,108
965,fe913213-b311-4a42-8c16-47faeac938db,23,125
966,fe913213-b311-4a42-8c16-47faeac938db,109,341
967,fe913213-b311-4a42-8c16-47faeac938db,124,7
968,fe913213-b311-4a42-8c16-47faeac938db,145,116
969,fe913213-b311-4a42-8c16-47faeac938db,147,407
970,fe913213-b311-4a42-8c16-47faeac938db,881,20
